SAMPLE_ID,SAMP_DATE,LABNO,WUWN,GROUP_ID,YEAR,YEAR_COMBINED,COUNTY,TOWNSHIP,TOWN,RANGE,RANGE_DIR,SECTION,QS,QQS,pH_Qual,pH,pH_Rel,Cond_Qual,Conductivity,Cond_Rel,Alk_Qual,Alkalinity,Alk_Rel,Total.Hardness,Thard_Rel,Nitrate,NO3_Rel,Cl_Qual,Chloride,Cl_Rel,SI_Qual,SI,SI_Rel,As_Qual,Arsenic,As_Rel,Ca_Qual,Calcium,Ca_Rel,Cu_Qual,Copper,Cu_Rel,Fe_Qual,Iron,Fe_Rel,K_Qual,Potassium,K_Rel,Mg_Qual,Magnesium,Mg_Rel,Mn_Qual,Manganese,Mn_Rel,Na_Qual,Sodium,Na_Rel,Pb_Qual,Lead,Pb_Rel,SO4_Qual,Sulfate,SO4_Rel,Zn_Qual,Zinc,Zn_Rel,P_Qual,P,P_Rel,PROJECT_ID,LONGITUDE,LATITUDE,ID,X1100,X1200,X2110,X2120,X2130,X2140,X3110,X3120,X3210,X3220,X4110,X4120,X4130,X4210,X4220,X4230,X4240,X4250,X4300,X5000,X6100,X6210,X6220,X6230,X6310,X6320,X6330,X6410,X6420,X6430,X6440,X6450,X7000,X8000,X65535,area.x,area2,CASH_PERC,CORN_PERC,DAIRY_PERC,URBAN_area,URBAN_PERC,HAY_PERC,PASTURE_PERC,AG_area,AG_PERC,POT_VEG_PERC,Excessively.drained,Somewhat.excessively.drained,Well.drained,Moderately.well.drained,Somewhat.poorly.drained,Poorly.drained,Very.poorly.drained,Water,area.ssurgo,area_ssurgo_nowater,perc_wd,perc_pd,perc_vpd,perc_sed,perc_spd,perc_mwd,perc_ed,weighted.rank,cnt,cnt_Thard,THard,HAY_PAST,AG_HAY_PAST,ROWCROP,DRAIN_CAT,AG_CAT,HAY_CAT,PASTURE_CAT,HAY_PAST_CAT,DAIRY_CAT,ROWCROP_CAT,AG_HAY_PAST_CAT,URBAN_CAT
127919,5/18/2022,2200238-GJ,NX970,571,2022,2022&2023,BARRON,OAK GROVE,36,11,W,33,SW,NE,NA,6.48,1,NA,219,1,NA,57,1,92,1,7.1,1,,13,1,NA,-2.1,1,<,0.005,1,,23.24,1,,0.046,1,<,0.005,1,,0.849,1,,8.181,1,,0.002,1,NA,3.813,1,<,0.004,1,NA,6.86,1,,0.01,1,,0.014,1,40201,-91.73751723,45.55751744,53,NA,59400,69300,NA,40500,282600,NA,80100,89100,7200,NA,18000,NA,12600,NA,96300,NA,NA,NA,3600,NA,15300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774000,774000,0.089534884,0,0.052325581,59400,0.076744186,0,0.103488372,392400,0.506976744,0.365116279,5781.51,61082.91,670403.79,3770.55,5530.14,5781.51,3016.44,17595.9,772962.75,755366.85,0.887520799,0.00765391,0.003993344,0.080865225,0.007321131,0.004991681,0.00765391,5.037603993,1,0,92,0.103488372,0.610465116,0.089534884,Well Drained,50-75%,0-25%,0-25%,0-25%,0-25%,0-25%,50-75%,5-30%
127920,5/13/2022,2200238-GM,UL604,571,2022,2022&2023,BARRON,SUMNER,34,10,W,5,SW,SE,NA,6.74,1,NA,174,1,NA,86,1,78,1,1,1,,1.6,1,NA,-1.7,1,<,0.005,1,,18.86,1,,0.003,1,,0.992,1,,0.493,1,,7.382,1,,0.002,1,NA,3.553,1,<,0.004,1,NA,2.57,1,<,0.003,1,,0.088,1,40202,-91.63570295,45.4542006,142,NA,NA,118800,NA,63900,243900,7200,103500,9000,NA,NA,82800,NA,7200,NA,35100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65700,NA,NA,35100,NA,NA,NA,671400,772200,0.153846154,0,0.082750583,0,0,0.009324009,0.134032634,426600,0.552447552,0.315850816,14328.09,290835.09,301392.63,22623.3,11060.28,110854.17,15333.57,6535.62,772962.75,766427.13,0.393243686,0.144637586,0.02000656,0.379468678,0.014430961,0.029517875,0.018694654,4.844539193,1,0,78,0.143356643,0.695804195,0.153846154,Well Drained,50-75%,0-25%,0-25%,0-25%,0-25%,0-25%,50-75%,0-2.5%
127921,5/16/2022,2200238-GN,YX190,571,2022,2022&2023,BARRON,CUMBERLAND,35,13,W,8,NW,NW,NA,7.55,1,NA,320,1,NA,184,1,167,1,0.05,1,,0.9,1,NA,-0.3,1,<,0.005,1,,40.93,1,,0.015,1,<,0.005,1,,0.835,1,,15.64,1,,0.013,1,NA,2.596,1,<,0.004,1,NA,0.27,1,,0.007,1,,0.155,1,40203,-92.00971495,45.53562509,265,NA,68400,NA,NA,4500,19800,NA,47700,NA,NA,NA,103500,NA,70200,NA,97200,NA,NA,NA,348300,9900,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770400,770400,0,0,0.005841121,68400,0.088785047,0,0.061915888,24300,0.031542056,0.025700935,3016.44,330300.18,68121.27,1508.22,1759.59,2262.33,38208.24,326529.63,771705.9,445176.27,0.153020892,0.005081875,0.085827216,0.741953698,0.003952569,0.003387916,0.006775833,5.38565782,1,0,167,0.061915888,0.093457944,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
127922,5/19/2022,2200238-GO,WT279,571,2022,2022&2023,BARRON,STANFOLD,35,12,W,26,NW,NW,NA,6.51,1,NA,314,1,NA,60,1,119,1,5.9,1,,43.9,1,NA,-2,1,<,0.005,1,,27.19,1,,0.197,1,,0.006,1,,0.569,1,,12.4,1,,0.012,1,NA,8.574,1,<,0.004,1,NA,6.56,1,,0.043,1,,0.042,1,40204,-91.82430419,45.4947169,189,NA,31500,143100,46800,186300,185400,44100,73800,5400,NA,NA,1800,NA,NA,NA,45900,NA,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765900,765900,0.186839013,0.061104583,0.243243243,31500,0.041128085,0.057579318,0.096357227,561600,0.733254994,0.242068155,NA,NA,NA,548489.34,224724.78,NA,NA,NA,773214.12,773214.12,0,0,0,0,0.290637191,0.709362809,0,3.709362809,1,0,119,0.153936545,0.887191539,0.247943596,Moderately Well Drained,50-75%,0-25%,0-25%,0-25%,0-25%,0-25%,75-100%,2.5-5%
127923,,2200238-GP,SV710,571,2022,2022&2023,BARRON,CHETEK,NA,NA,,NA,,,NA,6.86,1,NA,97,1,NA,35,1,NA,5,1.5,1,,2.9,1,NA,-3.3,5,<,0.005,1,<,0.01,5,,0.015,1,,0.118,5,<,0.015,1,<,0.007,5,<,0.001,1,NA,20.98,5,<,0.004,1,NA,4.91,1,<,0.003,1,,0.414,1,40205,-91.56903029,45.32620011,112,NA,NA,NA,33300,210600,33300,29700,16200,19800,NA,NA,NA,NA,36000,NA,59400,NA,NA,NA,12600,NA,NA,NA,NA,263700,2700,NA,28800,NA,NA,NA,27000,NA,NA,NA,450900,773100,0,0.043073341,0.272409779,0,0,0.038416764,0.020954598,277200,0.358556461,0.043073341,4021.92,24382.89,439897.5,4776.03,8546.58,5530.14,271982.34,14076.72,773214.12,759137.4,0.579470199,0.007284768,0.358278146,0.032119205,0.011258278,0.006291391,0.005298013,3.558940397,1,1,1,0.059371362,0.417927823,0.043073341,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,25-50%,0-25%,25-50%,0-2.5%
127924,5/20/2022,2200238-GQ,OP931,571,2022,2022&2023,BARRON,PRAIRIE FARM,32,13,W,8,NE,NW,NA,7.61,1,NA,485,1,NA,189,1,235,1,9.9,1,,20.2,1,NA,-0.1,1,<,0.005,1,,52.91,1,,0.024,1,<,0.005,1,,0.496,1,,24.97,1,<,0.001,1,NA,6.649,1,<,0.004,1,NA,8.17,1,,0.03,1,,0.022,1,40206,-92.00097847,45.27980621,64,NA,NA,NA,107100,580500,NA,28800,NA,NA,NA,NA,NA,NA,54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770400,770400,0,0.139018692,0.753504673,0,0,0.037383178,0,687600,0.892523364,0,NA,NA,425066.67,306671.4,41224.68,NA,NA,NA,772962.75,772962.75,0.549918699,0,0,0,0.053333333,0.396747967,0,4.496585366,1,0,235,0.037383178,0.929906542,0.139018692,Moderately Well Drained,75-100%,0-25%,0-25%,0-25%,50-75%,0-25%,75-100%,0-2.5%
127925,5/12/2022,2200238-GR,XM463,571,2022,2022&2023,BARRON,LAKELAND,36,13,W,10,NE,NW,NA,7.5,1,NA,267,1,NA,153,1,136,1,0.05,1,,0.7,1,NA,-0.5,1,<,0.005,1,,33.95,1,,0.131,1,,0.03,1,,0.592,1,,12.57,1,,0.014,1,NA,2.803,1,<,0.004,1,NA,0.84,1,,0.086,1,,0.005,1,40207,-91.95710442,45.62395384,210,NA,NA,NA,NA,88200,NA,NA,NA,42300,NA,NA,9900,NA,131400,NA,341100,NA,NA,12600,NA,NA,NA,28800,18000,66600,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,672300,774900,0,0,0.113821138,0,0,0,0,88200,0.113821138,0,14328.09,395656.38,NA,202604.22,47006.19,19104.12,84208.95,9049.32,771957.27,762907.95,0,0.025041186,0.110378913,0.518616145,0.061614498,0.265568369,0.01878089,4.650741351,1,0,136,0,0.113821138,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127926,5/17/2022,2200238-GS,WT263,571,2022,2022&2023,BARRON,DOYLE,35,10,W,19,SE,SW,NA,6.53,1,NA,158,1,NA,59,1,63,1,1.4,1,,9.2,1,NA,-2.2,1,<,0.005,1,,14.22,1,,0.039,1,,0.031,1,,0.353,1,,6.563,1,,0.006,1,NA,5.58,1,<,0.004,1,NA,3.45,1,,0.024,1,,0.017,1,40208,-91.64679522,45.49712562,188,9000,9000,NA,NA,NA,NA,NA,69300,10800,NA,NA,NA,NA,26100,NA,612900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29700,NA,NA,NA,NA,8100,NA,737100,774900,0,0,0,18000,0.023228804,0,0.089430894,0,0,0,NA,NA,NA,138002.13,634960.62,NA,NA,NA,772962.75,772962.75,0,0,0,0,0.821463415,0.178536585,0,3.178536585,1,0,63,0.089430894,0.089430894,0,Somewhat Poorly Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127927,5/16/2022,2200238-GT,NG065,571,2022,2022&2023,BARRON,CRYSTAL LAKE,35,14,W,2,SW,SE,NA,8.01,1,NA,553,1,NA,311,1,NA,5,0.05,1,,3.2,1,NA,-1.2,5,<,0.005,1,,1.12,5,,0.046,1,,0.01,5,,0.557,1,,0.553,5,<,0.001,1,NA,146.2,5,<,0.004,1,NA,4.02,1,,0.012,1,,0.033,1,40209,-92.06569377,45.5393481,47,NA,9900,NA,NA,26100,NA,NA,65700,36000,NA,NA,65700,NA,900,NA,477000,NA,NA,16200,NA,NA,NA,9000,25200,12600,NA,NA,NA,6300,NA,NA,23400,NA,NA,NA,731700,774000,0,0,0.03372093,9900,0.012790698,0,0.084883721,26100,0.03372093,0,NA,NA,NA,748579.86,16841.79,6786.99,NA,NA,772208.64,772208.64,0,0.008789063,0,0,0.021809896,0.969401042,0,3.960611979,1,1,1,0.084883721,0.118604651,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127928,5/15/2022,2200238-GU,SN746,571,2022,2022&2023,BARRON,TURTLE LAKE,33,14,W,16,SW,NW,NA,7.83,1,NA,418,1,NA,205,1,208,1,1.1,1,,13.3,1,NA,0.1,1,<,0.005,1,,48.85,1,,0.028,1,<,0.005,1,,0.696,1,,20.8,1,<,0.001,1,NA,5.902,1,<,0.004,1,NA,6.4,1,,0.012,1,,0.023,1,40210,-92.11369444,45.34448671,103,NA,25200,NA,NA,26100,17100,8100,87300,NA,NA,NA,10800,NA,900,NA,17100,NA,199800,NA,365400,NA,NA,19800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777600,777600,0,0,0.033564815,25200,0.032407407,0.010416667,0.112268519,43200,0.055555556,0.021990741,9803.43,16841.79,41224.68,270725.49,61585.65,7541.1,22623.3,342617.31,772962.75,430345.44,0.095794393,0.017523364,0.052570093,0.039135514,0.143107477,0.629088785,0.022780374,3.906542056,1,0,208,0.122685186,0.178240742,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,2.5-5%
127929,5/16/2022,2200238-GW,WS258,571,2022,2022&2023,BARRON,TURTLE LAKE,33,14,W,17,SE,SE,NA,7.79,1,NA,373,1,NA,183,1,186,1,2.9,1,,6.3,1,NA,0,1,<,0.005,1,,44.92,1,,0.01,1,<,0.005,1,,0.575,1,,17.79,1,<,0.001,1,NA,5.363,1,<,0.004,1,NA,7.33,1,,0.092,1,,0.054,1,40211,-92.11902288,45.33992491,187,NA,28800,33300,NA,62100,NA,186300,NA,NA,NA,NA,NA,NA,27900,NA,20700,NA,20700,NA,333900,NA,NA,4500,9000,12600,7200,NA,NA,8100,NA,NA,11700,NA,NA,NA,727200,766800,0.04342723,0,0.080985915,28800,0.037558685,0.242957746,0,95400,0.124413146,0,12568.5,57815.1,NA,307676.88,69378.12,8043.84,4021.92,314212.5,773716.86,459504.36,0,0.01750547,0.008752735,0.125820569,0.150984683,0.669584245,0.027352298,4.121444201,1,0,186,0.242957746,0.367370892,0.04342723,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,2.5-5%
127930,5/17/2022,2200238-GX,YK970,571,2022,2022&2023,BARRON,MAPLE PLAIN,36,14,W,14,SW,NW,NA,6.82,1,NA,124,1,NA,65,1,56,1,0.05,1,,1.2,1,NA,-1.9,1,<,0.005,1,,13.95,1,<,0.001,1,,1.761,1,,1.194,1,,5.181,1,,0.05,1,NA,2.012,1,<,0.004,1,NA,1.22,1,,0.026,1,,0.009,1,40212,-92.06746626,45.59966382,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65700,NA,12600,NA,282600,NA,NA,NA,NA,324900,66600,900,NA,5400,NA,NA,7200,NA,NA,NA,8100,NA,NA,NA,753300,774000,0,0,0,0,0,0,0,0,0,0,14830.83,96777.45,4776.03,242823.42,1256.85,19355.49,62088.39,331054.29,772962.75,441908.46,0.010807736,0.043799772,0.140500569,0.218998862,0.002844141,0.549488055,0.033560865,4.037542662,1,0,56,0,0,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127931,5/18/2022,2200238-GY,WT288,571,2022,2022&2023,BARRON,RICE LAKE,35,11,W,34,NW,SE,NA,6.42,1,NA,82,1,NA,37,1,32,1,0.05,1,,3,1,NA,-2.7,1,<,0.005,1,,8.57,1,,0.008,1,,2.481,1,,1.522,1,,2.598,1,,0.822,1,NA,1.61,1,<,0.004,1,NA,0.71,1,<,0.003,1,,0.06,1,40213,-91.71645934,45.47379482,190,NA,81000,1800,NA,1800,66600,NA,228600,28800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162900,17100,27000,51300,NA,24300,NA,NA,38700,NA,NA,NA,44100,NA,NA,NA,666900,774000,0.002325581,0,0.002325581,81000,0.104651163,0,0.295348837,70200,0.090697674,0.086046512,6284.25,149313.78,259413.84,5530.14,6535.62,9049.32,149565.15,187270.65,772962.75,585692.1,0.442918455,0.015450644,0.255364807,0.254935622,0.011158798,0.00944206,0.010729614,4.176824034,1,0,32,0.295348837,0.386046511,0.002325581,Moderately Well Drained,0-25%,0-25%,25-50%,25-50%,0-25%,0-25%,25-50%,5-30%
127932,5/10/2022,2200238-HB,TV730,571,2022,2022&2023,BARRON,SUMNER,34,10,W,23,NW,NW,NA,6.81,1,NA,154,1,NA,79,1,68,1,0.2,1,,0.9,1,NA,-1.7,1,<,0.005,1,,17.25,1,,0.003,1,<,0.005,1,,0.408,1,,5.976,1,<,0.001,1,NA,4.259,1,<,0.004,1,NA,2.92,1,,0.007,1,,0.085,1,40214,-91.57989299,45.42073383,129,NA,NA,NA,NA,61200,NA,NA,36000,360000,NA,NA,NA,NA,44100,NA,241200,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769500,769500,0,0,0.079532164,0,0,0,0.046783626,61200,0.079532164,0,8797.95,NA,NA,460258.47,264943.98,6786.99,27650.7,3770.55,772208.64,768438.09,0,0.008832188,0.03598299,0,0.344782466,0.598953222,0.011449133,3.563951587,1,0,68,0.046783626,0.12631579,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127933,5/15/2022,2200238-HC,RP879,571,2022,2022&2023,BARRON,CRYSTAL LAKE,35,14,W,11,NE,NE,NA,6.83,1,NA,361,1,NA,197,1,189,1,0.7,1,,1.8,1,NA,-0.9,1,<,0.005,1,,45.82,1,,0.044,1,,0.027,1,,0.885,1,,18.03,1,<,0.001,1,NA,3.052,1,<,0.004,1,NA,6.82,1,,0.076,1,,0.051,1,40215,-92.05633643,45.53784558,94,NA,27000,NA,NA,117900,NA,NA,43200,45000,NA,4500,98100,NA,23400,NA,258300,NA,12600,NA,NA,NA,NA,30600,29700,51300,NA,NA,NA,32400,NA,NA,NA,NA,NA,NA,690300,774000,0,0,0.152325581,27000,0.034883721,0,0.055813953,117900,0.152325581,0,11060.28,37454.13,55301.4,568850.31,1508.22,33432.21,55301.4,8043.84,770951.79,762907.95,0.072487644,0.043822076,0.072487644,0.049093904,0.001976936,0.745634267,0.014497529,3.90708402,1,0,189,0.055813953,0.208139534,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,2.5-5%
127934,5/15/2022,2200238-HD,YN988,571,2022,2022&2023,BARRON,OAK GROVE,36,11,W,28,SW,NE,NA,6.46,1,NA,241,1,NA,63,1,99,1,6.6,1,,16.7,1,NA,-2,1,<,0.005,1,,25.64,1,,0.006,1,,0.007,1,,1.018,1,,8.455,1,,0.004,1,NA,4.914,1,<,0.004,1,NA,7.6,1,,0.012,1,,0.01,1,40216,-91.73806144,45.57291281,252,NA,NA,88200,NA,87300,47700,58500,18000,NA,NA,NA,NA,NA,27000,NA,233100,NA,191700,NA,NA,NA,11700,NA,NA,NA,NA,NA,NA,NA,10800,NA,4500,NA,NA,NA,763200,778500,0.113294798,0,0.112138728,0,0,0.075144509,0.023121387,223200,0.286705202,0.061271676,16087.68,49519.89,379568.7,222965.19,14830.83,48765.78,25388.37,14830.83,771957.27,757126.44,0.501328021,0.064409031,0.033532537,0.065405046,0.019588313,0.294488712,0.02124834,4.44687915,1,0,99,0.098265896,0.384971098,0.113294798,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,0-2.5%
127935,5/20/2022,2200238-HE,XM960,571,2022,2022&2023,BARRON,TURTLE LAKE,33,14,W,32,NE,NW,NA,7.24,1,NA,474,1,NA,212,1,237,1,4.2,1,,19.8,1,NA,-0.4,1,<,0.005,1,,59.97,1,,0.01,1,,0.147,1,,0.781,1,,21.2,1,,0.004,1,NA,4.325,1,<,0.004,1,NA,5.61,1,,0.026,1,,0.038,1,40217,-92.12050016,45.30908073,211,32400,NA,NA,NA,240300,NA,423900,10800,7200,22500,NA,2700,NA,NA,NA,14400,NA,NA,NA,NA,NA,NA,17100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771300,771300,0,0,0.311551925,32400,0.042007001,0.549591599,0.014002334,240300,0.311551925,0,NA,NA,NA,666130.5,70132.23,22874.67,12568.5,502.74,772208.64,771705.9,0,0.029641694,0.016286645,0,0.090879479,0.863192182,0,3.800977199,1,0,237,0.563593933,0.875145858,0,Moderately Well Drained,25-50%,50-75%,0-25%,50-75%,25-50%,0-25%,75-100%,2.5-5%
127936,5/20/2022,2200238-HF,YL760,571,2022,2022&2023,BARRON,TURTLE LAKE,33,14,W,32,NE,NW,NA,7.33,1,NA,474,1,NA,213,1,239,1,4.2,1,,19.7,1,NA,-0.3,1,<,0.005,1,,60.46,1,,0.012,1,,0.119,1,,0.795,1,,21.41,1,,0.004,1,NA,4.223,1,<,0.004,1,NA,5.64,1,,0.042,1,,0.039,1,40218,-92.12050016,45.30908073,249,32400,NA,NA,NA,240300,NA,423900,10800,7200,22500,NA,2700,NA,NA,NA,14400,NA,NA,NA,NA,NA,NA,17100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771300,771300,0,0,0.311551925,32400,0.042007001,0.549591599,0.014002334,240300,0.311551925,0,NA,NA,NA,666130.5,70132.23,22874.67,12568.5,502.74,772208.64,771705.9,0,0.029641694,0.016286645,0,0.090879479,0.863192182,0,3.800977199,1,0,239,0.563593933,0.875145858,0,Moderately Well Drained,25-50%,50-75%,0-25%,50-75%,25-50%,0-25%,75-100%,2.5-5%
127937,5/15/2022,2200238-HG,ZX062,571,2022,2022&2023,BARRON,BEAR LAKE,36,12,W,1,SE,SW,NA,7.04,1,NA,253,1,NA,135,1,124,1,0.2,1,,3.1,1,NA,-1,1,<,0.005,1,,31.62,1,,0.012,1,,0.097,1,,0.608,1,,10.97,1,,0.019,1,NA,3.754,1,<,0.004,1,NA,6.02,1,,0.056,1,,0.019,1,40219,-91.79648403,45.627128,288,NA,NA,14400,NA,NA,NA,NA,30600,13500,NA,NA,91800,NA,18000,NA,243000,NA,54000,NA,301500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766800,766800,0.018779343,0,0,0,0,0,0.039906103,14400,0.018779343,0,5781.51,NA,NA,410989.95,19355.49,6786.99,NA,329294.7,772208.64,442913.94,0,0.015323496,0,0,0.043700341,0.927922815,0.013053348,3.964812713,1,0,124,0.039906103,0.058685446,0.018779343,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127938,5/18/2022,2200238-HH,UW581,571,2022,2022&2023,BARRON,BARRON,34,12,W,12,NW,SE,NA,6.61,1,NA,144,1,NA,74,1,66,1,0.9,1,,1.1,1,NA,-2,1,<,0.005,1,,15.85,1,,0.015,1,<,0.005,5,,0.584,1,,6.3,1,<,0.001,1,NA,3.549,1,<,0.004,1,NA,1.14,1,,0.012,1,,0.155,1,40220,-91.79651458,45.44780983,152,NA,NA,333000,267300,142200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,NA,NA,NA,NA,NA,1800,13500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766800,766800,0.4342723,0.348591549,0.185446009,0,0,0,0,742500,0.968309859,0,1759.59,NA,620381.16,52536.33,27902.07,56306.88,12065.76,2010.96,772962.75,770951.79,0.804695142,0.07303554,0.015650473,0,0.036191718,0.068144767,0.002282361,4.582328008,1,0,66,0,0.968309859,0.782863849,Well Drained,75-100%,0-25%,0-25%,0-25%,0-25%,75-100%,75-100%,0-2.5%
127939,5/19/2022,2200238-HI,XQ798,571,2022,2022&2023,BARRON,MAPLE PLAIN,36,14,W,34,NW,NE,NA,7.04,1,NA,299,1,NA,167,1,148,1,0.05,1,,2.4,1,NA,-0.9,1,<,0.005,1,,35.24,1,,0.039,1,,1.38,1,,0.934,1,,14.57,1,,0.187,1,NA,5.335,1,<,0.004,1,NA,3.3,1,,0.015,1,,0.007,1,40221,-92.08599045,45.56491802,214,NA,NA,NA,NA,10800,NA,10800,28800,NA,NA,NA,NA,NA,NA,NA,470700,NA,NA,NA,94500,11700,18900,NA,10800,2700,81900,NA,8100,18900,NA,NA,NA,NA,NA,NA,657000,768600,0,0,0.014051522,0,0,0.014051522,0.037470726,10800,0.014051522,0,3519.18,418531.05,116887.05,3519.18,4776.03,4524.66,112865.13,108089.1,772711.38,664622.28,0.175869894,0.006807867,0.169818457,0.629727685,0.007186082,0.005295008,0.005295008,4.920953101,1,0,148,0.051522248,0.06557377,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127940,5/13/2022,2200238-HJ,NA214,571,2022,2022&2023,BARRON,SUMNER,34,10,W,22,NW,SW,NA,6.2,1,NA,66,1,NA,17,1,22,1,1.6,1,,2.1,1,NA,-3.5,1,<,0.005,1,,4.95,1,,0.056,1,,0.073,1,,1.243,1,,2.304,1,,0.01,1,NA,2.289,1,<,0.004,1,NA,4.45,1,,0.015,1,,0.019,1,40222,-91.60009015,45.41622104,37,NA,NA,NA,NA,NA,NA,NA,NA,36900,NA,NA,NA,NA,135000,35100,554400,NA,5400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,NA,NA,NA,NA,NA,NA,766800,770400,0,0,0,0,0,0,0,0,0,0,5027.4,NA,101050.74,235030.95,365743.35,25639.74,34186.32,4776.03,771454.53,766678.5,0.131803279,0.033442623,0.044590164,0,0.47704918,0.306557377,0.006557377,3.473770492,1,0,22,0,0,0,Somewhat Poorly Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127941,5/18/2022,2200238-HK,ND406,571,2022,2022&2023,BARRON,CLINTON,34,13,W,19,SE,SW,NA,6.7,1,NA,425,1,NA,104,1,182,1,14.2,1,,30.8,1,NA,-1.4,1,<,0.005,1,,44.98,1,,0.022,1,,0.012,1,,0.542,1,,16.81,1,,0.004,1,NA,7.334,1,<,0.004,1,NA,10.74,1,,0.006,1,,0.044,1,40223,-92.01996527,45.41009076,41,NA,27900,NA,NA,127800,NA,45900,287100,43200,1800,9900,13500,NA,26100,NA,23400,NA,NA,NA,8100,NA,NA,94500,19800,NA,NA,NA,NA,42300,NA,NA,NA,NA,NA,NA,729000,771300,0,0,0.165694282,27900,0.036172695,0.059509918,0.372228705,127800,0.165694282,0,13322.61,174702.15,4021.92,272736.45,89990.46,147051.45,52536.33,17595.9,771957.27,754361.37,0.005331556,0.194935022,0.069643452,0.23158947,0.119293569,0.361546151,0.01766078,3.803398867,1,0,182,0.431738623,0.597432905,0,Moderately Well Drained,0-25%,0-25%,25-50%,25-50%,0-25%,0-25%,50-75%,2.5-5%
127942,5/17/2022,2200238-HL,YD830,571,2022,2022&2023,BARRON,LAKELAND,36,13,W,28,NW,SE,NA,6.97,1,NA,289,1,NA,162,1,140,1,0.05,1,,2.2,1,NA,-0.9,1,,0.005,1,,43.99,1,<,0.001,1,,4.18,1,,1.029,1,,7.441,1,,0.485,1,NA,5.054,1,<,0.004,1,NA,0.28,1,<,0.003,1,,0.094,1,40224,-91.98192249,45.57588184,234,NA,9000,NA,NA,10800,NA,41400,135000,NA,NA,NA,153000,NA,26100,NA,47700,NA,NA,NA,227700,95400,NA,NA,NA,NA,23400,NA,NA,NA,NA,NA,NA,NA,NA,NA,746100,769500,0,0,0.014035088,9000,0.011695906,0.05380117,0.175438596,10800,0.014035088,0,4776.03,107586.36,83957.58,199336.41,9552.06,5781.51,33683.58,327786.48,772460.01,444673.53,0.188807236,0.013001696,0.075749011,0.241944601,0.021481063,0.448275862,0.010740531,4.430186546,1,0,140,0.229239766,0.243274854,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
