FIPS,CommunityName,StateAbbr,Region,Population,PopulationGroup,PopulationGroupOrder,RegionOrder,dollarsPerCapita,percentOfMuniBud,dollarsPerPublicTree,budgetNeeds,raPlan,raPrun,raRem,raAdmin,raOther,publicTreeAssetValue,publicTreeAssetInd,treeBoard,ordinance,ordinanceYear,writtenStratPlan,writtenStratPlanUpToDate,treeResourceInventoryExists,treeResourceInventory,canCovGoal,percentCanGoal,percentCurCan,yearsToGoal,percentCanProgress,greenSpaceAreaMeters,greenSpaceAreaFeet,currentPrunInsCyc,desiredPrunInsCyc,yearsOfPrunInsCyc,percentAttPrunInsCyc,activeManagement,strTrStockingLevel,prkTrStockingLevel,munTrStockingLevel,pubStrTrDensity,manPubTrPerCap,manPubTrPerEmp,plantedTrStab,tcAdvisoryBoard,tcOrdinance,tcBudgetValue,tcBudget,tcArborDay,tcScore,carsStaff,carsOrdinance,carsOrdMainHave,carsOrdPlantHave,carsOrdProthave,carsAdvocacy,carsManagement,carsScore,smaStaff,smaMasterPlan,smaStatus,smaAward,smaPreference,smaStandards,smaScore,cmManagement,cmFunding,cmStaffing,cmAssessment,cmProtection,cmSelection,cmStandards,cmSafety,cmRecycling,cmResourceManagement,cmInteraction,cmGreenCooperation,cmInvolvement,cmAction,cmAgencyCooperation,cmRegionalCooperation,cmAwareness,cmCommunityFramework,cmCanopyCover,cmAge,cmSpeciesMix,cmVegetationResource,cmScore,cmRelativeScore,cmResourceManagementRelative,cmCommunityFrameworkRelative,cmVegetationResourceRelative
1706613,Bloomington,IL,Midwest,76610,50-99.9k,5,2,7.608771701,0.640558242,23.31632,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,#N/A,#N/A,#N/A,0,77.27272727,85.71428571,80,#N/A,0.326328156,3125,0,100,100,7.608771701,100,100,100,100,#N/A,#N/A,100,100,100,0,49.75,100,0,100,100,#N/A,#N/A,#N/A,1,2,4,2,1,3.5,3,1,2,19.5,1,3,3,2,2,2,2.5,15.5,1,2,2,6.666666667,41.66666667,36.11111111,38.88888889,40.47619048,22.22222222
1709447,Buffalo Grove,IL,Midwest,41496,25-49.9k,4,2,33.00060247,2.170917008,66.3176425,100,5.5,6,65.6,5,17.9,#N/A,#N/A,#N/A,100,#N/A,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,5,3,62.5,100,90.15025811,#N/A,100,168.612069,0.497614228,2294.333333,-609,100,100,33.00060247,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,71.42857143,2.5,4,4,4,2,3,4,1,2,26.5,3,3,2.5,2.5,2.5,3,2.5,19,1,2,2,6.666666667,52.16666667,53.61111111,64.81481481,57.14285714,22.22222222
1711163,Carbondale,IL,Midwest,25902,25-49.9k,4,2,5.315844336,0.222316673,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,0,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,5.315844336,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,#N/A,#N/A,#N/A,4,4,3,2,3,#N/A,2,3,#N/A,2.5,3,3,2.5,4,2.5,3,20.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,64.28571429,22.22222222
1711332,Carol Stream,IL,Midwest,39711,25-49.9k,4,2,13.09460855,1.06122449,61.17647059,100,49,10,20,10,11,#N/A,#N/A,100,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.214046486,4250,850,100,100,13.09460855,100,100,100,100,100,100,100,100,100,0,75,100,0,0,0,#N/A,0,#N/A,1,4,3,3,2,3,2,1,2,21,2,1,2.5,2,3,3,1,14.5,1,2,2,6.666666667,42.16666667,36.94444444,44.44444444,35.71428571,22.22222222
1712385,Champaign,IL,Midwest,81055,50-99.9k,5,2,9.455184751,0.668752182,35.89648712,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46000000,Y,0,100,#N/A,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,5,10,33.33333333,100,80.76923077,#N/A,#N/A,#N/A,0.263401394,4145.631068,-179,100,100,9.455184751,100,#N/A,#N/A,100,100,100,100,100,100,100,100,100,100,#N/A,0,0,0,#N/A,2.5,2,4,4,2,3,2,1,3,23.5,2,2,2,1,3,2,3,15,1,2,2,6.666666667,45.16666667,41.94444444,53.7037037,38.0952381,22.22222222
1714572,Clarendon Hills,IL,Midwest,8427,5-9.9k,2,2,11.8666192,1.31121076,16.66666667,100,10,10,50,5,25,#N/A,#N/A,100,100,100,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,99.00990099,#N/A,#N/A,200,0.711997152,666.6666667,-40,100,100,11.8666192,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,0,#N/A,2.5,2,3,2,2,4,#N/A,1,2,#N/A,2,2.5,3,2,2.5,2.5,2.5,17,1,2,2,6.666666667,#N/A,#N/A,#N/A,47.61904762,22.22222222
1718823,Decatur,IL,Midwest,76122,50-99.9k,5,2,2.082367778,0.100964331,13.2095,25,0,20,45,28,7,#N/A,N,100,100,100,0,#N/A,100,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,6,4,60,100,50,#N/A,#N/A,16.21621622,0.15764168,4800,-101,100,100,2.082367778,100,100,100,100,#N/A,100,100,#N/A,100,0,49.75,100,0,100,0,#N/A,#N/A,#N/A,1,2,4,2,1,3,#N/A,2,3,#N/A,2.5,3,2.5,2.5,2.5,2.5,3,18.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,54.76190476,22.22222222
1723256,Elk Grove Village,IL,Midwest,33127,25-49.9k,4,2,48.29897063,1.454545455,106.5459146,100,20,5,50,10,15,785966,Y,100,100,100,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,5,0,100,100,84.36682745,#N/A,#N/A,69.49258018,0.453316026,2502.833333,-217,100,100,48.29897063,100,100,100,100,100,100,100,100,100,0,75,100,0,100,0,#N/A,#N/A,#N/A,1,4,4,2,2,2,2,2,4,23,2,2,2,2,3,3,2,16,1,2,2,6.666666667,45.66666667,42.77777778,51.85185185,42.85714286,22.22222222
1723620,Elmhurst,IL,Midwest,44121,25-49.9k,4,2,46.70746357,1.630305612,87.69276596,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,5,2,71.42857143,100,#N/A,#N/A,#N/A,191.6666667,0.532626187,2611.111111,#N/A,100,100,46.70746357,100,100,100,100,100,100,100,100,100,0,75,100,0,100,0,#N/A,#N/A,#N/A,1,3,4,2,1,3,#N/A,2,2,#N/A,2.5,3,2.5,2,3,2.5,2.5,18,1,2,2,6.666666667,#N/A,#N/A,#N/A,52.38095238,22.22222222
1724582,Evanston,IL,Midwest,74486,50-99.9k,5,2,35.07732997,1.026114175,76.39678363,#N/A,5,26,19,5,45,35000000,N,100,100,100,100,100,100,100,0,#N/A,37,#N/A,#N/A,#N/A,#N/A,13,6,7,46.15384615,100,95.84788901,94.21631001,90.97472924,195.9795918,0.459146685,1710,-106,100,100,35.07732997,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,85.71428571,2.5,2,4,4,2,3,4,2,4,27.5,2,3,3,2.5,3,3,3,19.5,1,2,2,6.666666667,53.66666667,56.11111111,68.51851852,59.52380952,22.22222222
1729652,Glencoe,IL,Midwest,8723,5-9.9k,2,2,94.03198441,2.970407643,63.19268105,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,100,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.43946188,#N/A,#N/A,221.75,1.488020177,3461.333333,#N/A,100,100,94.03198441,100,100,100,100,100,100,100,100,100,0,75,100,0,100,0,#N/A,#N/A,#N/A,1,#N/A,4,3,3,3,4,1,1,#N/A,3,4,3,2.5,4,3,4,23.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,78.57142857,22.22222222
1734722,Highland Park,IL,Midwest,29763,25-49.9k,4,2,33.59876357,1.840137604,34.95037047,100,20,20,20,20,20,#N/A,N,0,100,#N/A,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.961327823,14306,-700,100,100,33.59876357,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,#N/A,#N/A,#N/A,4,4,2,4,3,3,1,#N/A,#N/A,3,3,2.5,2.5,2.5,4,3,20.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,64.28571429,22.22222222
1735411,Hoffman Estates,IL,Midwest,51895,50-99.9k,5,2,50.92995472,2.372276548,191.4530967,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,#N/A,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,5,0,100,100,#N/A,#N/A,#N/A,#N/A,0.266017921,#N/A,#N/A,100,100,50.92995472,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,85.71428571,#N/A,4,4,3,3,4,#N/A,1,3,#N/A,3,4,1,2.5,3,1,2.5,17,1,2,2,6.666666667,#N/A,#N/A,#N/A,47.61904762,22.22222222
1738570,Joliet,IL,Midwest,147433,100-249.9k,6,2,2.618138409,0.137395223,2.573333333,100,20,25,25,5,25,#N/A,N,100,100,0,100,#N/A,100,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,93.75,90.90909091,80,300,1.017411299,150000,-800,100,100,2.618138409,100,100,100,100,100,100,100,100,100,0,75,100,100,100,0,0,100,71.42857143,2.5,2,4,1,4,3,2,2,3,23.5,2,1,2,2.5,1,3,2.5,14,1,1,1,4,41.5,35.83333333,53.7037037,33.33333333,0
1744407,Lombard,IL,Midwest,43165,25-49.9k,4,2,18.88682961,0.949939798,43.72720446,13,14,10,33,15,28,40000000,#N/A,100,100,100,#N/A,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,6,1,85.71428571,100,88.64486662,#N/A,80,109.9036145,0.431924013,3728.8,-775,100,100,18.88682961,100,100,100,100,100,100,100,100,100,0,75,100,0,100,0,0,100,57.14285714,1.5,2,4,4,1,3,3,2,4,24.5,2.5,2.5,2.5,2.5,2.5,#N/A,3,#N/A,1,2,2,6.666666667,#N/A,#N/A,57.40740741,#N/A,22.22222222
1751089,Mount Prospect,IL,Midwest,54167,50-99.9k,5,2,30.43044658,1.293850127,65.93304,100,9,10,15,50,16,117803000,Y,100,100,100,100,100,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,#N/A,#N/A,#N/A,100,88.81996974,#N/A,#N/A,143.195122,0.461535621,2083.333333,-270,100,100,30.43044658,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,4,4,2,3,3,4,3,3,29,2.5,2.5,1,2.5,2.5,3,3,17,1,2,2,6.666666667,52.66666667,54.44444444,74.07407407,47.61904762,22.22222222
1751622,Naperville,IL,Midwest,141853,100-249.9k,6,2,33.42940932,1.060203591,79.03436667,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,#N/A,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,5,3,62.5,#N/A,85.71428571,#N/A,#N/A,111.1111111,0.422973078,4000,#N/A,100,100,33.42940932,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,85.71428571,4,#N/A,4,4,4,3,4,3,3,#N/A,1,2.5,2.5,2.5,2.5,2.5,3,16.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,45.23809524,22.22222222
1753000,Niles,IL,Midwest,29803,25-49.9k,4,2,36.909036,1.326469345,103.7735849,100,10,10,10,20,50,9000000,Y,100,100,100,100,#N/A,100,100,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,5,0,100,100,91.30434783,#N/A,66.66666667,#N/A,0.355668892,1766.666667,85,100,100,36.909036,100,100,100,100,100,100,100,100,100,100,100,100,100,0,#N/A,0,100,#N/A,3.5,4,3,2,4,3,4,2,4,29.5,2,3,2.5,1,2,3,1,14.5,1,2,2,6.666666667,50.66666667,51.11111111,75.92592593,35.71428571,22.22222222
1753234,Normal,IL,Midwest,52497,50-99.9k,5,2,13.15012286,0.6676192,#N/A,100,22,22,20,4,32,#N/A,N,0,100,100,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67,100,100,13.15012286,100,100,100,100,#N/A,100,100,#N/A,100,0,49.75,100,0,100,0,#N/A,#N/A,#N/A,1,2,4,1,2,3,2,2,3,20,2.5,3,2.5,3,3,3,3,20,1,1,1,4,44,40,40.74074074,61.9047619,0
1753481,Northbrook,IL,Midwest,33170,25-49.9k,4,2,34.34029304,1.421406886,73.85512027,25,20,15,15,25,25,49000000,N,100,100,100,0,#N/A,100,100,100,55,38,6,69.09090909,#N/A,#N/A,7,#N/A,#N/A,#N/A,100,97.65843726,#N/A,#N/A,#N/A,0.464968345,2203.285714,-259,100,100,34.34029304,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,100,100,85.71428571,1,2,4,3,4,4,3,2,4,27,3,2.5,2.5,4,3,3,4,22,1,2,2,6.666666667,55.66666667,59.44444444,66.66666667,71.42857143,22.22222222
1754885,Oak Park,IL,Midwest,51878,50-99.9k,5,2,33.53602683,1.446384857,92.81807512,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,100,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,4,0,100,#N/A,#N/A,#N/A,#N/A,#N/A,0.361309225,#N/A,#N/A,100,100,33.53602683,100,100,100,#N/A,100,100,100,100,100,100,74.75,#N/A,100,100,100,0,100,#N/A,#N/A,#N/A,2,3,1,2,#N/A,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,2,6.666666667,#N/A,#N/A,#N/A,#N/A,22.22222222
1756887,Oswego,IL,Midwest,30355,25-49.9k,4,2,6.654587383,0.690104577,10.1,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,100,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,100,#N/A,#N/A,#N/A,125,0.658870038,#N/A,-29,100,100,6.654587383,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,100,#N/A,1,4,4,2,4,3,4,1,2,25,#N/A,#N/A,1,2.5,3,2.5,3,#N/A,1,2,2,6.666666667,#N/A,#N/A,59.25925926,#N/A,22.22222222
1757225,Palatine,IL,Midwest,68557,50-99.9k,5,2,21.87960383,1.378170398,60,100,15,10,20,5,50,#N/A,N,0,100,100,100,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.364660064,3571.428571,-487,100,100,21.87960383,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,85.71428571,2.5,4,4,2,3,3,2,4,2,26.5,3,4,2.5,2.5,4,4,3,23,1,2,2,6.666666667,56.16666667,60.27777778,64.81481481,76.19047619,22.22222222
1757875,Park Ridge,IL,Midwest,37480,25-49.9k,4,2,29.11939701,1.76962781,52.34508393,100,16,27,31.5,0,25.5,#N/A,N,100,100,100,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,4.5,1.5,75,100,84.24242424,#N/A,#N/A,162.6365055,0.556296692,10425,-240,100,100,29.11939701,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,0,#N/A,1,4,4,2,3,4,4,2,3,27,2,3,2,2,3,3,2,17,1,2,2,6.666666667,50.66666667,51.11111111,66.66666667,47.61904762,22.22222222
1758239,Paxton,IL,Midwest,4473,2.5-4.9k,1,2,5.589090096,#N/A,#N/A,50,#N/A,#N/A,#N/A,#N/A,#N/A,5100000,N,100,100,#N/A,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,85.88235294,#N/A,#N/A,-20,100,100,5.589090096,100,100,100,0,100,100,100,100,100,100,75,0,100,100,0,#N/A,#N/A,#N/A,2.5,2,2.5,3,2,3,#N/A,1,2,#N/A,3,3,3,3,3,2.5,3,20.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,64.28571429,22.22222222
1760222,Pittsfield,IL,Midwest,4576,2.5-4.9k,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,1145.254305,12327.40385,#N/A,#N/A,#N/A,#N/A,0,85.73466476,62.96296296,100,42.92857143,0.138548951,#N/A,16,100,100,#N/A,#N/A,100,#N/A,#N/A,100,100,100,100,100,0,49.75,#N/A,0,100,0,#N/A,#N/A,#N/A,1,#N/A,2,3,2,4,#N/A,1,2,#N/A,3,3,2.5,3,3,2.5,4,21,1,2,2,6.666666667,#N/A,#N/A,#N/A,66.66666667,22.22222222
1765000,Rockford,IL,Midwest,152871,100-249.9k,6,2,13.90416757,1.062772,45.10438196,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,100,100,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72.5,0.308266447,4833.333333,#N/A,100,100,13.90416757,100,#N/A,#N/A,100,100,100,100,100,100,0,75,100,0,#N/A,100,0,100,#N/A,1.5,#N/A,3,4,2,3,4,1,4,#N/A,2.5,3,2.5,3,3,3,3,20,1,2,2,6.666666667,#N/A,#N/A,#N/A,61.9047619,22.22222222
1766703,St. Charles,IL,Midwest,32974,25-49.9k,4,2,25.10198945,0.569703353,45.98405556,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.545884636,#N/A,#N/A,100,100,25.10198945,100,100,100,100,#N/A,100,100,#N/A,100,#N/A,#N/A,100,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,2,1,3,#N/A,#N/A,2,#N/A,2.5,3,2.5,2.5,3,2.5,3,19,1,2,2,6.666666667,#N/A,#N/A,#N/A,57.14285714,22.22222222
1768003,Schaumburg,IL,Midwest,74227,50-99.9k,5,2,27.16506123,1.0081905,71.82378713,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,100,100,0,100,100,0,#N/A,25,#N/A,#N/A,#N/A,#N/A,5,#N/A,#N/A,#N/A,100,78.49122392,#N/A,#N/A,121.2922374,0.378218169,4010.571429,-1708,100,100,27.16506123,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,57.14285714,4,4,4,4,4,3,#N/A,4,3,#N/A,2.5,3,3,2.5,3,3,2.5,19.5,2,2,2,8,#N/A,#N/A,#N/A,59.52380952,33.33333333
1770590,South Beloit,IL,Midwest,7892,5-9.9k,2,2,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,0,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,100,0,24.75,0,0,0,0,#N/A,#N/A,#N/A,1.5,2,2,1,1,1,#N/A,2,3,#N/A,1,1,2.5,1,2.5,2,3,13,1,1,1,4,#N/A,#N/A,#N/A,28.57142857,0
1772000,Springfield,IL,Midwest,116250,100-249.9k,6,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,0,#N/A,#N/A,100,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-248,100,100,#N/A,#N/A,100,#N/A,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,#N/A,#N/A,1.5,#N/A,4,2,1,3,3,#N/A,2,#N/A,2,2.5,2.5,2.5,2,2,2.5,16,1,2,2,6.666666667,#N/A,#N/A,#N/A,42.85714286,22.22222222
1773157,Streamwood,IL,Midwest,39858,25-49.9k,4,2,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,100,100,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,#N/A,#N/A,#N/A,100,97.03452004,#N/A,94.70198675,#N/A,0.318831853,1815.428571,-553,100,100,#N/A,#N/A,#N/A,#N/A,0,100,100,100,100,100,100,75,0,100,#N/A,0,#N/A,#N/A,#N/A,3,4,2.5,2,4,3,#N/A,2,4,#N/A,1,3,2.5,1,3,3,2.5,16,1,2,2,6.666666667,#N/A,#N/A,#N/A,42.85714286,22.22222222
1775484,Tinley Park,IL,Midwest,56703,50-99.9k,5,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7617,100,100,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,#N/A,1,2,#N/A,1,2,#N/A,2,3,2.5,2,3,2.5,2,17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.61904762,#N/A
1777005,Urbana,IL,Midwest,41250,25-49.9k,4,2,17.99806061,0.913755092,48.69605142,11,3,30,20,17.5,29.5,#N/A,N,100,100,100,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,7,6,53.84615385,100,73.93722432,#N/A,89.28571429,85.67407407,0.3696,1524.6,-86,100,100,17.99806061,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,100,#N/A,3,2,4,4,4,3,4,4,4,32,2,2,2,3,3,3,3,18,1,4,2,9.333333333,59.33333333,65.55555556,85.18518519,52.38095238,44.44444444
1780047,Westchester,IL,Midwest,16718,10-24.9k,3,2,51.74063883,2.4830285,#N/A,100,10,30,40,0,20,#N/A,N,100,100,#N/A,#N/A,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,100,97.63313609,#N/A,#N/A,#N/A,#N/A,#N/A,-263,100,100,51.74063883,100,100,100,0,#N/A,#N/A,100,100,100,0,24.75,0,0,0,0,0,0,14.28571429,1.5,4,2.5,2,1,2,2,2,3,20,2,1,1,1,3,1,2.5,11.5,1,2,2,6.666666667,38.16666667,30.27777778,40.74074074,21.42857143,22.22222222
1781048,Wheaton,IL,Midwest,52894,50-99.9k,5,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,100,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,5,2,71.42857143,100,#N/A,#N/A,#N/A,#N/A,0.302491776,#N/A,#N/A,#N/A,100,#N/A,#N/A,100,#N/A,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,#N/A,#N/A,#N/A,#N/A,3,2,2,3,#N/A,1,4,#N/A,3,3,2.5,2.5,2.5,2.5,3,19,1,#N/A,2,#N/A,#N/A,#N/A,#N/A,57.14285714,#N/A
1782075,Wilmette,IL,Midwest,27087,25-49.9k,4,2,27.9054528,2.223161765,43.19285714,100,14.33,14.33,14.34,52,5,#N/A,N,0,100,100,100,#N/A,100,100,100,35,42,#N/A,120,#N/A,#N/A,12,7,5,58.33333333,100,94.44444444,#N/A,#N/A,195.4022989,0.646066379,5833.333333,#N/A,100,100,27.9054528,100,100,100,100,#N/A,100,#N/A,100,100,100,74.75,100,100,100,100,#N/A,100,#N/A,3,4,4,2,2,2,3,2,2,24,3,3,3,3,2.5,4,4,22.5,2,2,2,8,54.5,57.5,55.55555556,73.80952381,33.33333333
1782855,Wonder Lake,IL,Midwest,4026,2.5-4.9k,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,100,100,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,20.10362643,216.3934426,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,100,100,#N/A,#N/A,0,#N/A,#N/A,100,100,100,100,100,0,49.75,#N/A,100,0,0,#N/A,#N/A,#N/A,3,#N/A,2.5,1,3,2,#N/A,1,2,#N/A,2.5,2.5,4,3,2.5,3,3,20.5,1,1,1,4,#N/A,#N/A,#N/A,64.28571429,0
1783349,Woodstock,IL,Midwest,24770,10-24.9k,3,2,#N/A,#N/A,#N/A,#N/A,0,20,63,15,2,#N/A,N,0,100,100,0,#N/A,100,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,66.66666667,#N/A,38.46153846,32,0.186717804,7007.575758,-67,100,100,#N/A,#N/A,0,#N/A,100,#N/A,100,100,#N/A,100,0,49.75,100,0,0,0,#N/A,#N/A,#N/A,1,1,3,2,1,2,3,2,2,17,1,1,#N/A,1,1,2,1,#N/A,1,2,2,6.666666667,#N/A,#N/A,29.62962963,#N/A,22.22222222
1783518,Worth,IL,Midwest,10789,10-24.9k,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,0,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,100,#N/A,100,0,24.75,0,0,0,0,#N/A,0,#N/A,1,#N/A,1,1,1,3,#N/A,1,2,#N/A,2.5,2,2,3,2.5,2,3,17,1,1,1,4,#N/A,#N/A,#N/A,47.61904762,0
