"","SAMPLE_ID","SAMP_DATE","LABNO","WUWN.x","GROUP_ID","YEAR","COUNTY","TOWNSHIP","TOWN","RANGE","RANGE_DIR","SECTION","QS","QQS","pH_Qual","pH","pH_Rel","Cond_Qual","Conductivity","Cond_Rel","Alk_Qual","Alkalinity","Alk_Rel","Total.Hardness","Thard_Rel","Nitrate","NO3_Rel","Cl_Qual","Chloride","Cl_Rel","SI_Qual","SI","SI_Rel","As_Qual","Arsenic","As_Rel","Ca_Qual","Calcium","Ca_Rel","Cu_Qual","Copper","Cu_Rel","Fe_Qual","Iron","Fe_Rel","K_Qual","Potassium","K_Rel","Mg_Qual","Magnesium","Mg_Rel","Mn_Qual","Manganese","Mn_Rel","Na_Qual","Sodium","Na_Rel","Pb_Qual","Lead","Pb_Rel","SO4_Qual","Sulfate","SO4_Rel","Zn_Qual","Zinc","Zn_Rel","P_Qual","P","P_Rel","PROJECT_ID","ID","WUWN.y","X1100","X1200","X2110","X2120","X2130","X2140","X3110","X3120","X3210","X3220","X4110","X4120","X4130","X4210","X4220","X4230","X4240","X4250","X4300","X5000","X6100","X6210","X6220","X6230","X6310","X6320","X6330","X6410","X6420","X6430","X6440","X6450","X7000","X8000","X65535","area.x","area2","CASH_PERC","CORN_PERC","DAIRY_PERC","URBAN_area","URBAN_PERC","HAY_PERC","PASTURE_PERC","AG_area","AG_PERC","POT_VEG_PERC","Excessively.drained","Somewhat.excessively.drained","Well.Drained","Moderately.well.drained","Somewhat.poorly.drained","Poorly.drained","Very.poorly.drained","Water","area.ssurgo","area_ssurgo_nowater","perc_wd","perc_pd","perc_vpd","perc_sed","perc_spd","perc_mwd","perc_ed","weighted.rank","LONGITUDE","LATITUDE","Construction.Date","Well.Bottom..ft","Static.Water.Level..ft","Casing.Bottom..ft","Casing.Below.Water.Table..ft..","Depth.to.Bedrock","Bedrock.Top","Well.Finished","Comments","cnt","cnt_Thard","THard","Top.Bedrock","HAY_PAST","AG_HAY_PAST","ROWCROP","DB_WT","WELL_DEPTH_CAT","DRAIN_CAT","AG_CAT","HAY_CAT","PASTURE_CAT","HAY_PAST_CAT","DAIRY_CAT","ROWCROP_CAT","AG_HAY_PAST_CAT","URBAN_CAT"
"325",135514,"5/31/2023","2300291-KY","ZL710",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",32,"NE","SE",NA,8.23,1,NA,849,1,NA,380,1,411,1,6.3,1,NA,34.6,1,NA,1,1,"<",0.005,1,"",91.19,1,"",0.025,1,"<",0.007,1,"",7.19,1,"",44.54,1,"",0.012,1,NA,17.09,1,"<",0.004,1,NA,22.45,1,"",0.01,1,"<",0.005,1,30384,2639,"ZL710",20700,18900,995400,NA,362700,NA,68400,432000,NA,36000,NA,NA,NA,NA,NA,31500,12600,NA,NA,NA,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982700,1982700,0.502042669,0,0.182932365,39600,0.019972764,0.034498411,0.217884703,1358100,0.684975034,0,NA,104783.1,952236.3,164331,565263.3,98775.3,76334.4,NA,1978510,1961723.4,0.485408035,0.050351288,0.038911908,0.053413799,0.28814628,0.08376869,0,4.086651054,-88.62295639,42.93815587,44463,85,27,58,31,58,NA,NA,NA,1,0,411,NA,0.252383114,0.937358148,0.502042669,31,"25-50 FT","Moderately Well Drained","50-75%","0-25%","0-25%","25-50%","0-25%","50-75%","75-100%","0-2.5%"
"326",135515,"5/3/2023","2300291-KZ","VM026",603,2023,"JEFFERSON","PALMYRA",5,16,"E",35,"SE","SE",NA,8.31,1,NA,776,1,NA,325,1,412,1,6.8,1,NA,12.3,1,NA,1,1,"<",0.005,1,"",88.55,1,"",0.002,1,"<",0.007,1,"",1.359,1,"",46.23,1,"<",0.001,1,NA,3.111,1,"<",0.004,1,NA,69.44,1,"<",0.006,1,"<",0.005,1,30385,2272,"VM026",NA,60300,82800,15300,129600,NA,25200,281700,NA,189900,NA,174600,NA,NA,NA,864900,149400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973700,1973700,0.041951664,0.007751938,0.065663475,60300,0.030551756,0.012767898,0.142726858,227700,0.115367077,0,164684.4,91177.2,663155.1,93474.3,130934.7,8481.6,19790.4,NA,1978510,1171697.7,0.565977982,0.007238727,0.016890363,0.077816317,0.111747851,0.079776806,0.140551953,4.96637008,-88.56196741,42.84376416,38939,172,115,169,54,NA,NA,NA,NA,1,0,412,NA,0.155494756,0.270861833,0.049703602,54,"50-75 FT","Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","2.5-5%"
"327",135516,"5/2/2023","2300291-LA","MP604",603,2023,"JEFFERSON","IXONIA",8,16,"E",9,"SE","NE",NA,8.32,1,NA,793,1,NA,367,1,394,1,1.2,1,NA,31.9,1,NA,1.1,1,"",0.006,1,"",84.1,1,"",0.032,1,"",0.03,3,"",1.265,1,"",44.57,1,"",0.229,1,NA,16.57,1,"<",0.004,1,NA,28.7,1,"",0.021,1,"<",0.005,1,30386,570,"MP604",NA,106200,691200,NA,430200,NA,282600,171900,NA,54000,NA,27900,NA,NA,NA,NA,65700,NA,NA,NA,NA,NA,NA,142200,NA,NA,NA,NA,NA,6300,NA,NA,NA,NA,NA,1978200,1978200,0.349408553,0,0.217470428,106200,0.053685168,0.142857143,0.086897179,1121400,0.566878981,0,NA,NA,573214.8,292085.1,460303.5,NA,652376.4,NA,1978510,1977979.8,0.289798106,0,0.329819546,0,0.232713954,0.147668394,0,3.067625514,-88.59842683,43.17276877,35991,143,20,42,22,25,NA,NA,NA,1,0,394,NA,0.229754322,0.796633303,0.349408553,22,"0-25 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","75-100%","5-30%"
"328",135517,"4/30/2023","2300291-LB","SC469",603,2023,"JEFFERSON","AZTALAN",7,14,"E",26,"NE","NE",NA,8.27,1,NA,945,1,NA,388,1,456,1,5.7,1,NA,58.4,1,NA,1.1,1,"<",0.005,1,"",97.99,1,"",0.008,1,"<",0.007,1,"",0.948,1,"",51.3,1,"<",0.001,1,NA,23.02,1,"<",0.004,1,NA,31.19,1,"<",0.006,1,"<",0.005,1,30387,157,"SC469",90000,335700,853200,NA,308700,5400,19800,900,NA,57600,NA,9000,NA,NA,NA,NA,267300,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,NA,24300,2700,NA,NA,NA,NA,1976400,1976400,0.431693989,0,0.156193078,425700,0.215391621,0.010018215,0.000455373,1167300,0.590619308,0.00273224,NA,11132.1,1299275.1,31806,453058.8,67146,115385.1,NA,1978510,1977803.1,0.656928437,0.03394979,0.058340034,0.005628518,0.229071741,0.016081479,0,4.19619405,-88.79744531,43.04708601,37977,145,41,42,1,42,NA,NA,NA,1,0,456,NA,0.010473588,0.601092896,0.431693989,1,"0-25 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"329",135518,"5/2/2023","2300291-LC","OT798",603,2023,"JEFFERSON","WATERTOWN",8,14,"E",11,"SW","SE",NA,8.34,1,NA,804,1,NA,380,1,447,1,0.05,1,NA,13.5,1,NA,1.1,1,"<",0.005,1,"",90.64,1,"",0.014,1,"<",0.007,5,"",1.062,1,"",53.5,1,"",0.005,1,NA,3.754,1,"<",0.004,1,NA,67.27,1,"",0.019,1,"<",0.005,1,30388,281,"OT798",NA,63900,941400,NA,459900,NA,53100,99900,NA,111600,NA,NA,NA,NA,NA,NA,82800,NA,NA,NA,NA,NA,NA,NA,18900,NA,NA,900,NA,43200,101700,NA,NA,NA,NA,1977300,1977300,0.476103778,0,0.232589895,63900,0.032316796,0.026854802,0.050523441,1401300,0.708693673,0,NA,51949.8,835967.7,102662.7,434858.7,378844.8,174226.2,NA,1978510,1978509.9,0.42252389,0.191479861,0.088059302,0.026257033,0.219791015,0.051888899,0,3.608109315,-88.80778886,43.17070024,37362,58,8,58,50,NA,NA,NA,NA,1,0,447,NA,0.077378243,0.786071916,0.476103778,50,"25-50 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","75-100%","2.5-5%"
"330",135519,"5/2/2023","2300291-LD","LT356",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",3,"NE","NE",NA,8.2,1,NA,1266,1,NA,342,1,NA,5,0.05,1,NA,173,1,NA,-1,5,"<",0.005,1,"",0.355,5,"",0.009,1,"<",0.007,5,"",0.436,1,"",0.155,5,"<",0.001,1,NA,286.1,5,"<",0.004,1,NA,49.22,1,"",0.012,1,"<",0.005,1,30389,2788,"LT356",162900,467100,128700,NA,37800,NA,32400,65700,NA,10800,NA,NA,NA,NA,NA,91800,51300,NA,NA,10800,NA,11700,NA,120600,14400,NA,NA,711900,NA,NA,51300,NA,NA,NA,NA,1969200,1969200,0.06535649,0,0.019195612,630000,0.319926874,0.016453382,0.033363803,166500,0.084552102,0,NA,57780.9,725176.8,35693.4,230770.2,181470.9,739489.5,NA,1978510,1970381.7,0.368038741,0.092099363,0.375302663,0.029324724,0.117119541,0.018114967,0,2.999461932,-88.58298667,43.01609799,35628,145,12,72,60,72,NA,NA,NA,1,1,1,NA,0.049817185,0.134369287,0.06535649,60,"50-75 FT","Somewhat Poorly Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"331",135520,"5/3/2023","2300291-LE","IF093",603,2023,"JEFFERSON","IXONIA",8,16,"E",19,"SW","SE",NA,7.99,1,NA,2310,1,NA,428,1,810,1,0.05,1,NA,468,1,NA,1,1,"<",0.005,1,"",158.5,1,"",0.011,1,"<",0.007,5,"",6.69,1,"",100.6,1,"",0.005,1,NA,163.9,1,"<",0.004,1,NA,104.27,1,"<",0.006,1,"<",0.005,1,30390,917,"IF093",NA,164700,1134900,NA,382500,NA,38700,82800,NA,39600,NA,NA,NA,NA,NA,NA,25200,NA,NA,6300,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,108000,NA,NA,NA,NA,1983600,1983600,0.572141561,0,0.192831216,164700,0.083030853,0.019509982,0.041742287,1517400,0.764972777,0,NA,10071.9,901700.1,66792.6,465251.1,68382.9,455532.6,NA,1978510,1967731.2,0.458243534,0.034752155,0.231501437,0.005118534,0.236440374,0.033943966,0,3.468031609,-88.65334743,43.13745404,34743,105,45,49,4,49,NA,NA,NA,1,0,810,NA,0.061252269,0.826225046,0.572141561,4,"0-25 FT","Somewhat Poorly Drained","75-100%","0-25%","0-25%","0-25%","0-25%","50-75%","75-100%","5-30%"
"332",135521,"5/2/2023","2300291-LF","AF144",603,2023,"JEFFERSON","PALMYRA",5,16,"E",35,"NW","NW",NA,8.12,1,NA,715,1,NA,318,1,381,1,5.2,1,NA,18.7,1,NA,0.8,1,"<",0.005,1,"",82.88,1,"",0.064,1,"<",0.007,1,"",1.625,1,"",42.23,1,"<",0.001,1,NA,3.593,1,"<",0.004,1,NA,34.81,1,"",0.007,1,"<",0.005,1,30391,2749,"AF144",NA,34200,21600,NA,81000,NA,NA,83700,NA,129600,NA,643500,NA,NA,NA,895500,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,NA,NA,1986300,1986300,0.01087449,0,0.040779338,34200,0.017217943,0,0.04213865,102600,0.051653829,0,778186.8,642657.9,296325.9,106903.5,67852.8,44528.4,41524.5,NA,1978510,1977979.8,0.149812399,0.02251206,0.020993389,0.3249062,0.034304091,0.054046811,0.393425049,5.837591567,-88.5785266,42.85594939,32217,189,140,186,46,NA,NA,NA,NA,1,0,381,NA,0.04213865,0.093792479,0.01087449,46,"25-50 FT","Somewhat Excessively Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-2.5%"
"333",135522,"5/9/2023","2300291-LG","RF131",603,2023,"JEFFERSON","IXONIA",8,16,"E",29,"NW","SE",NA,8.07,1,NA,999,1,NA,419,1,530,1,0.2,1,NA,46.6,1,NA,0.9,1,"<",0.005,1,"",105.3,1,"",0.012,1,"<",0.007,1,"",2.636,1,"",64.8,1,"",0.031,1,NA,13.33,1,"<",0.004,1,NA,84.65,1,"",0.011,1,"",0.008,1,30392,808,"RF131",NA,60300,747900,NA,501300,NA,153900,82800,NA,132300,NA,NA,NA,NA,NA,NA,118800,17100,NA,78300,NA,NA,NA,44100,8100,NA,NA,NA,NA,29700,NA,NA,NA,NA,NA,1974600,1974600,0.378760255,0,0.253874202,60300,0.03053783,0.077939836,0.041932543,1249200,0.632634458,0,NA,NA,806988.9,48592.5,683298.9,NA,365769,NA,1978510,1904649.3,0.42369422,0,0.192040078,0,0.358753131,0.025512571,0,3.488820855,-88.62963812,43.12988342,37824,87,50,61,11,61,NA,NA,NA,1,0,530,NA,0.119872379,0.752506837,0.378760255,11,"0-25 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","25-50%","25-50%","75-100%","2.5-5%"
"334",135523,"5/3/2023","2300291-LH","KO680",603,2023,"JEFFERSON","OAKLAND",6,13,"E",7,"NW","NE",NA,8.16,1,NA,989,1,NA,363,1,470,1,0.05,1,NA,81.2,1,NA,0.9,1,"<",0.005,1,"",88.53,1,"",0.108,1,"",2.197,1,"",1.822,1,"",60.34,1,"",0.147,1,NA,27.53,1,"",0.008,1,NA,69.17,1,"",0.416,1,"<",0.005,1,30393,1575,"KO680",65700,770400,41400,NA,19800,NA,NA,163800,NA,36900,NA,NA,NA,NA,NA,18900,316800,NA,NA,356400,NA,8100,NA,59400,NA,NA,NA,41400,NA,73800,NA,NA,NA,NA,NA,1972800,1972800,0.020985401,0,0.010036496,836100,0.423813869,0,0.083029197,61200,0.031021898,0,NA,297032.7,580106.1,219638.1,293145.3,62375.1,103016.1,NA,1978510,1555313.4,0.372983413,0.040104522,0.066234947,0.190979323,0.188479891,0.141217905,0,4.287548284,-89.00404648,43.00526345,35046,185,30,137,107,134,NA,NA,NA,1,0,470,NA,0.083029197,0.114051095,0.020985401,107,"> 100 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"335",135524,"5/11/2023","2300291-LI","PX584",603,2023,"JEFFERSON","Sumner",5,13,"E",25,"SE","SW",NA,8.11,1,NA,918,1,NA,382,1,NA,5,10.5,1,NA,30.2,1,NA,-1.1,5,"<",0.005,1,"",0.46,5,"",0.011,1,"<",0.007,5,"",0.519,1,"",0.184,5,"<",0.001,1,NA,216.8,5,"<",0.004,1,NA,28.49,1,"<",0.006,1,"<",0.005,1,30394,2280,"PX584",21600,435600,658800,314100,123300,NA,9900,142200,NA,22500,NA,14400,NA,NA,NA,NA,103500,NA,NA,NA,NA,NA,NA,18000,42300,NA,2700,NA,NA,72000,NA,NA,NA,NA,NA,1980900,1980900,0.332576102,0.158564289,0.062244434,457200,0.23080418,0.004997728,0.071785552,1096200,0.553384825,0,NA,21204,1313587.8,171929.1,365769,91707.3,14489.4,NA,1978510,1978686.6,0.663868548,0.046347562,0.007322736,0.010716199,0.184854438,0.086890516,0,4.385783176,-88.9023847,42.86165197,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0.07678328,0.630168105,0.491140391,NA,NA,"Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"336",135525,"5/3/2023","2300291-LJ","AO079",603,2023,"JEFFERSON","IXONIA",8,16,"E",29,"NW","NW",NA,8.07,1,NA,750,1,NA,338,1,403,1,0.05,1,NA,23.7,1,NA,0.8,1,"<",0.005,1,"",83.39,1,"<",0.001,1,"",0.01,4,"",1.275,1,"",47.29,1,"",0.022,1,NA,7.538,1,"<",0.004,1,NA,47.58,1,"",0.038,1,"<",0.005,1,30395,844,"AO079",NA,62100,1096200,NA,328500,NA,78300,128700,NA,14400,NA,NA,NA,NA,NA,NA,180000,17100,NA,69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,3600,NA,NA,NA,NA,1987200,1987200,0.551630435,0,0.165307971,62100,0.03125,0.039402174,0.064764493,1424700,0.716938406,0,NA,2827.2,804338.4,57427.5,699378.6,41347.8,303570.6,NA,1978510,1908890.1,0.421364436,0.02166065,0.159029899,0.00148107,0.366379709,0.030084236,0,3.53753587,-88.63606302,43.13510782,15027,NA,57,62,5,NA,NA,NA,NA,1,0,403,NA,0.104166667,0.821105073,0.551630435,5,"0-25 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","50-75%","75-100%","2.5-5%"
"337",135526,"5/1/2023","2300291-LL","AK866",603,2023,"JEFFERSON","LAKE MILLS",7,13,"E",10,"NE","SW",NA,8.1,1,NA,870,1,NA,366,1,453,1,1,1,NA,53.8,1,NA,0.9,1,"<",0.005,1,"",96.88,1,"",0.011,1,"",0.075,1,"",1.623,1,"",51.31,1,"",0.004,1,NA,10.96,1,"<",0.004,1,NA,37.56,1,"",0.079,1,"<",0.005,1,30397,990,"AK866",NA,321300,238500,NA,100800,NA,21600,NA,NA,52200,NA,NA,NA,NA,NA,9000,429300,NA,NA,641700,NA,NA,NA,42300,58500,NA,NA,60300,NA,NA,NA,NA,NA,NA,NA,1975500,1975500,0.120728929,0,0.051025057,321300,0.162642369,0.010933941,0,339300,0.171753986,0,NA,10955.4,914245.8,85876.2,80045.1,67676.1,146307.6,NA,1978510,1305106.2,0.700514487,0.051854861,0.112103981,0.008394259,0.06133225,0.065800162,0,4.215949093,-88.93865786,43.09051186,32741,220,63,154,91,118,NA,NA,NA,1,0,453,NA,0.010933941,0.182687927,0.120728929,91,"75-100 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","5-30%"
"338",135527,"4/30/2023","2300291-LM","CG929",603,2023,"JEFFERSON","CONCORD",7,16,"E",22,"NE","NW",NA,8.12,1,NA,720,1,NA,349,1,382,1,0.05,1,NA,21.3,1,NA,0.8,1,"<",0.005,1,"",81.84,1,"",0.085,1,"",0.133,2,"",1.173,1,"",43.21,1,"",0.023,1,NA,8.784,1,"<",0.004,1,NA,26.67,1,"",0.007,1,"<",0.005,1,30398,866,"CG929",NA,258300,65700,NA,45900,NA,31500,257400,NA,37800,NA,13500,NA,NA,NA,NA,282600,9000,NA,NA,12600,16200,NA,141300,163800,NA,12600,583200,NA,26100,11700,NA,NA,NA,NA,1969200,1969200,0.033363803,0,0.023308958,258300,0.131170018,0.015996344,0.13071298,111600,0.056672761,0,NA,54953.7,676761,44175,227766.3,161327.1,718462.2,NA,1978510,1883445.3,0.359320762,0.085655315,0.381461676,0.029177221,0.120930669,0.023454358,0,2.981048879,-88.58904033,43.06258814,32772,125,20,58,38,58,NA,NA,NA,1,0,382,NA,0.146709324,0.203382085,0.033363803,38,"25-50 FT","Somewhat Poorly Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","5-30%"
"339",135528,"5/16/2023","2300291-LN","YT895",603,2023,"JEFFERSON","AZTALAN",7,14,"E",20,"SW","NW",NA,8.06,1,NA,1063,1,NA,371,1,499,1,7.5,1,NA,83.6,1,NA,0.9,1,"<",0.005,1,"",107.8,1,"",0.041,1,"<",0.007,1,"",0.649,1,"",55.72,1,"",0.003,1,NA,35,1,"<",0.004,1,NA,56.15,1,"",0.028,1,"<",0.005,1,30399,305,"YT895",NA,13500,1365300,NA,329400,NA,148500,63900,8100,26100,NA,NA,NA,NA,NA,NA,26100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980900,1980900,0.689232167,0,0.166288051,13500,0.006815084,0.074965925,0.032258065,1694700,0.855520218,0,NA,9011.7,1426322.4,388386.6,91353.9,56720.7,6184.5,NA,1978510,1977979.8,0.72110059,0.028676076,0.003126675,0.004556012,0.046185456,0.19635519,0,4.617294979,-88.87418534,43.05819716,42921,160,36,98,62,42,NA,NA,NA,1,0,499,NA,0.10722399,0.962744208,0.689232167,62,"50-75 FT","Well Drained","75-100%","0-25%","0-25%","0-25%","0-25%","50-75%","75-100%","0-2.5%"
"340",135529,"6/1/2023","2300291-LP","TW108",603,2023,"JEFFERSON","WATERTOWN",8,15,"E",32,"SW","SE",NA,8.1,1,NA,703,1,NA,346,1,392,1,0.05,1,NA,7.7,1,NA,0.8,1,"",0.006,1,"",81.6,1,"",0.243,1,"",2.496,1,"",1.217,1,"",45.72,1,"",0.173,1,NA,2.765,1,"",0.012,1,NA,42.23,1,"",0.225,1,"",0.005,1,30401,335,"TW108",72900,32400,531900,51300,568800,NA,261000,115200,NA,112500,NA,NA,NA,NA,NA,NA,101700,NA,NA,NA,NA,NA,17100,63000,NA,NA,NA,NA,NA,45900,NA,NA,NA,NA,NA,1973700,1973700,0.269493844,0.025991792,0.288189694,105300,0.053351573,0.132238942,0.058367533,1152000,0.583675331,0,NA,1767,1354935.6,9365.1,413478,17846.7,180940.8,NA,1978510,1978333.2,0.68488746,0.009021079,0.091461236,0.000893176,0.209003215,0.004733834,0,4.18524473,-88.7457984,43.10974907,38932,182,32,131,99,131,NA,NA,NA,1,0,392,NA,0.190606475,0.774281806,0.295485636,99,"75-100 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","25-50%","25-50%","75-100%","5-30%"
"341",135530,"5/23/2023","2300291-LQ","OT738",603,2023,"JEFFERSON","AZTALAN",7,14,"E",28,"SE","SW",NA,8.33,1,NA,798,1,NA,371,1,414,1,0.05,1,NA,35.7,1,NA,1.1,1,"",0.017,1,"",85.17,1,"",0.018,1,"",0.039,1,"",1.184,1,"",48.9,1,"",0.123,1,NA,9.555,1,"<",0.004,1,NA,35.88,1,"",0.008,1,"<",0.005,1,30402,108,"OT738",NA,900,712800,152100,484200,NA,208800,76500,NA,36000,NA,NA,NA,NA,NA,NA,210600,NA,NA,30600,NA,NA,NA,25200,NA,NA,NA,NA,NA,37800,NA,NA,NA,NA,NA,1975500,1975500,0.360820046,0.076993166,0.245102506,900,0.000455581,0.105694761,0.038724374,1349100,0.682915718,0,NA,16079.7,511899.9,208506,785784.9,201084.6,230240.1,NA,1978510,1953595.2,0.262029667,0.102930535,0.117854559,0.008230825,0.402225036,0.106729378,0,3.316841534,-88.84638372,43.0368485,36984,78,42,78,36,NA,NA,NA,NA,1,0,414,NA,0.144419135,0.827334853,0.437813212,36,"25-50 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","75-100%","0-2.5%"
"342",135531,"5/16/2023","2300291-LR","ZV003",603,2023,"JEFFERSON","LAKE MILLS",7,13,"E",9,"SW","NW",NA,8.14,1,NA,1063,1,NA,402,1,510,1,1,1,NA,87.4,1,NA,1,1,"<",0.005,1,"",104.6,1,"",0.01,1,"<",0.007,1,"",1.727,1,"",60.44,1,"<",0.001,1,NA,33.42,1,"<",0.004,1,NA,52.61,1,"",0.015,1,"<",0.005,1,30403,1152,"ZV003",NA,63900,645300,5400,464400,NA,92700,415800,NA,159300,NA,NA,NA,NA,NA,NA,82800,NA,NA,NA,NA,NA,NA,3600,NA,NA,NA,21600,NA,28800,NA,NA,NA,NA,NA,1983600,1983600,0.325317604,0.002722323,0.234119782,63900,0.032214156,0.046733212,0.209618875,1115100,0.56215971,0,NA,76864.5,767584.8,246849.9,493346.4,220521.6,172282.5,NA,1978510,1977449.7,0.388169064,0.111518184,0.087123581,0.038870521,0.249486194,0.124832455,0,3.732016799,-88.97246796,43.08780425,43481,157,20,128,108,126,NA,NA,NA,1,0,510,NA,0.256352087,0.818511797,0.328039927,108,"> 100 FT","Moderately Well Drained","50-75%","0-25%","0-25%","25-50%","0-25%","25-50%","75-100%","2.5-5%"
"343",135532,"5/13/2023","2300291-LT","UE730",603,2023,"JEFFERSON","HEBRON",6,15,"E",33,"SE","SW",NA,8.2,1,NA,673,1,NA,265,1,344,1,0.05,1,NA,38.9,1,NA,0.7,1,"<",0.005,1,"",64.58,1,"",0.002,1,"",0.049,3,"",1.179,1,"",44.37,1,"",0.017,1,NA,8.411,1,"<",0.004,1,NA,48.17,1,"<",0.006,1,"<",0.005,1,30405,2493,"UE730",NA,92700,756900,55800,334800,NA,109800,176400,60300,234000,NA,24300,NA,NA,NA,NA,79200,22500,NA,NA,NA,NA,NA,12600,NA,NA,NA,10800,NA,NA,9000,NA,NA,NA,NA,1979100,1979100,0.382446567,0.028194634,0.169167804,92700,0.046839472,0.055479764,0.089131423,1147500,0.579809004,0,1590.3,56013.9,1126992.6,249500.4,440336.4,18023.4,84109.2,NA,1978510,1976566.2,0.570177007,0.009118541,0.042553191,0.028338995,0.222778473,0.126229215,0.000804577,4.260593599,-88.72591952,42.93270474,39244,58,20,55,35,NA,NA,NA,NA,1,0,344,NA,0.144611187,0.724420191,0.410641201,35,"25-50 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","2.5-5%"
"344",135533,"5/2/2023","2300291-LU","OT117",603,2023,"JEFFERSON","KOSHKONONG",6,14,"E",35,"NE","NE",NA,8.21,1,NA,700,1,NA,346,1,395,1,1.6,1,NA,5,1,NA,0.9,1,"<",0.005,1,"",88.86,1,"",0.016,1,"<",0.007,1,"",1.737,1,"",42.14,1,"",0.028,1,NA,2.47,1,"<",0.004,1,NA,41.21,1,"",0.063,1,"",0.094,1,30406,1847,"OT117",9000,87300,720000,11700,261000,NA,11700,135900,2700,60300,NA,39600,NA,NA,NA,39600,401400,29700,NA,27000,NA,NA,NA,81900,NA,NA,NA,8100,NA,48600,NA,NA,NA,NA,NA,1975500,1975500,0.364464692,0.005922551,0.132118451,96300,0.048747153,0.005922551,0.068792711,992700,0.502505695,0,NA,25091.4,740373,269820.9,627991.8,192779.7,118212.3,NA,1978510,1974269.1,0.375011188,0.097646111,0.059876488,0.01270921,0.318088248,0.136668755,0,3.707419672,-88.79939421,42.94596294,36955,141,38,135,97,NA,NA,NA,NA,1,0,395,NA,0.074715262,0.577220957,0.370387243,97,"75-100 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","2.5-5%"
"345",135534,"5/15/2023","2300291-LV","ON936",603,2023,"JEFFERSON","IXONIA",8,16,"E",18,"NE","SW",NA,8.09,1,NA,939,1,NA,393,1,470,1,1.7,1,NA,56.2,1,NA,0.9,1,"<",0.005,1,"",100.6,1,"",0.006,1,"<",0.007,1,"",1.186,1,"",53.14,1,"",0.009,1,NA,26.34,1,"<",0.004,1,NA,44.97,1,"<",0.006,1,"<",0.005,1,30407,800,"ON936",NA,204300,688500,NA,704700,NA,60300,108900,1800,93600,NA,NA,NA,NA,NA,NA,56700,5400,NA,NA,NA,NA,NA,25200,NA,NA,NA,13500,NA,NA,13500,NA,NA,NA,NA,1976400,1976400,0.348360656,0,0.356557377,204300,0.103369763,0.030510018,0.055100182,1393200,0.704918033,0,NA,5831.1,1015494.9,84639.3,408177,46648.8,416835.3,NA,1978510,1977626.4,0.51349178,0.023588277,0.210775554,0.002948535,0.206397427,0.042798427,0,3.633488206,-88.64673941,43.16066044,36819,124,56,58,2,58,NA,NA,NA,1,0,470,NA,0.0856102,0.790528233,0.348360656,2,"0-25 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","25-50%","25-50%","75-100%","5-30%"
