PROJECT_ID,cnt.x,mean_no3.x,SAMPLE_ID,SAMP_DATE,LABNO,WUWN,GROUP_ID,YEAR,COUNTY,TOWNSHIP,TOWN,RANGE,RANGE_DIR,SECTION,QS,QQS,pH_Qual,pH,pH_Rel,Cond_Qual,Conductivity,Cond_Rel,Alk_Qual,Alkalinity,Alk_Rel,Thard_Qual,Total.Hardness,Thard_Rel,NO3_Qual,Nitrate,NO3_Rel,Cl_Qual,Chloride,Cl_Rel,SI_Qual,SI,SI_Rel,Bact_Qual,Bacteria,Bact_Rel,Ecoli_Qual,Ecoli,Ecoli_Rel,Tri_Qual,Triazine,Tri_Rel,DACT_Qual,DACT,DACT_Rel,As_Qual,Arsenic,As_Rel,Ca_Qual,Calcium,Ca_Rel,Cu_Qual,Copper,Cu_Rel,Fe_Qual,Iron,Fe_Rel,K_Qual,Potassium,K_Rel,Mg_Qual,Magnesium,Mg_Rel,Mn_Qual,Manganese,Mn_Rel,Na_Qual,Sodium,Na_Rel,Pb_Qual,Lead,Pb_Rel,SO4_Qual,Sulfate,SO4_Rel,Zn_Qual,Zinc,Zn_Rel,COMMENT,PROJECT_ID,LONGITUDE,LATITUDE,cnt.y,cnt_Thard,THard,cnt,mean_no3.y,DATE,X..i...1.x,NO3_PVALUE,NO3_SLOPE,mean_Cl.y,CL_PVALUE,CL_SLOPE
10582,8,10.925,96282,6/27/2016,16-274-28,,426,2016,CALUMET,CHILTON,18,19,E,2,SE,SE,NA,7.81,1,NA,818,1,,334,1,,422,1,,13.9,1,,35.9,1,NA,0.6,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10582,-88.18314081,44.05299152,1,0,422,1,10.925,6/27/2016,df1$Nitrate,1,0,39.8875,0.004434008,-4.133333333
10582,8,10.925,103911,5/7/2018,18-157-83,,452,2018,CALUMET,CHILTON,18,19,E,2,SE,SE,NA,7.73,1,NA,820,1,,336,1,,416,1,,9.9,1,,34.3,1,NA,0.5,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10582,-88.18314081,44.05299152,1,0,416,1,10.925,5/7/2018,df1$Nitrate,1,0,39.8875,0.004434008,-4.133333333
10582,8,10.925,117601,9/21/2020,2000456-CI,,515,2020,CALUMET,CHILTON,18,19,E,2,SE,SE,NA,8.43,1,NA,829,1,,360,1,,412,1,,12.6,1,,26,1,NA,1.2,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10582,-88.18314081,44.05299152,1,0,412,1,10.925,9/21/2020,df1$Nitrate,1,0,39.8875,0.004434008,-4.133333333
10582,8,10.925,134795,5/8/2023,2300244-EC,,604,2023,CALUMET,CHILTON,18,19,E,2,SE,SE,NA,8.33,1,NA,784,1,,348,1,,402,1,,9.9,1,,29.5,1,NA,1.1,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,Inlet to pressure tank,10582,-88.18314081,44.05299152,1,0,402,1,10.925,5/8/2023,df1$Nitrate,1,0,39.8875,0.004434008,-4.133333333
10584,13,12.74615385,60651,8/15/2005,28505047,,273,2005,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,7.74,1,NA,706,1,,328,1,,400,1,,6.8,1,,40.5,1,NA,0.8,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,400,1,12.74615385,8/15/2005,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,64530,11/13/2006,51606096,KX748,289,2006,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,9.3,1,,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,1,1,1,12.74615385,11/13/2006,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,73125,6/29/2009,22109082,,329,2009,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,7.71,1,NA,959,1,,336,1,,476,1,,7.5,1,,66,1,NA,0.8,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,476,1,12.74615385,6/29/2009,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,79497,6/20/2011,243-11-86,,356,2011,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,8.06,1,NA,802,1,,320,1,,428,1,,9.4,1,,46.3,1,NA,0.8,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,428,1,12.74615385,6/20/2011,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,82790,6/25/2012,276-12-74,,371,2012,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,7.73,1,NA,834,1,,332,1,,440,1,,9.5,1,,53.7,1,NA,0.5,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,440,1,12.74615385,6/25/2012,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,85739,6/17/2013,253-13-55,KX748,384,2013,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,7.88,1,NA,825,1,,296,1,,424,1,,12,1,,38.8,1,NA,0.6,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,424,1,12.74615385,6/17/2013,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,88892,6/9/2014,190-14-144,KX748,396,2014,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,7.83,1,NA,817,1,,320,1,,436,1,,12,1,,43.7,1,NA,0.6,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,436,1,12.74615385,6/9/2014,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,108186,3/25/2019,1900125-DF,,472,2019,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,7.78,1,NA,845,1,,318,1,,448,1,,15.9,1,,37.6,1,NA,0.6,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,448,1,12.74615385,3/25/2019,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,117609,9/21/2020,2000456-CQ,,515,2020,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,8.45,1,NA,825,1,,310,1,,427,1,,17.3,1,,38.7,1,NA,1.2,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.20351453,44.05035223,1,0,427,1,12.74615385,9/21/2020,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,122204,6/28/2021,2100332-02,KX748,544,2021,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,8.07,1,NA,899,1,,142,1,,454,1,,13,1,,47.8,1,NA,0.5,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,454,1,12.74615385,6/28/2021,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,127364,5/16/2022,2200231-FH,,570,2022,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,7.63,1,NA,874,1,,327,1,,441,1,,18.8,1,,39.4,1,NA,0.4,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,441,1,12.74615385,5/16/2022,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,134985,6/20/2023,2300236-02,,606,2023,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,8.12,1,NA,865,1,,322,1,,465,1,,17.3,1,,38.6,1,NA,0.9,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,465,1,12.74615385,6/20/2023,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10584,13,12.74615385,143899,5/13/2024,2400263-ED,KX 748,639,2024,CALUMET,CHILTON,18,19,E,3,SW,SW,NA,8.07,1,NA,870,1,,324,1,,466,1,,16.9,1,,37.9,1,NA,0.9,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10584,-88.22354552,44.05202144,1,0,466,1,12.74615385,5/13/2024,df1$Nitrate,0.000187364,0.960606061,44.08333333,0.046744941,-0.833333333
10589,11,9.190909091,53780,5/19/2003,4903027,,240,2003,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,7.78,1,NA,821,1,,346,1,,432,1,,6.9,1,,50,1,NA,0.8,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.16303421,44.05185477,1,0,432,1,9.190909091,5/19/2003,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,57972,8/16/2004,28204120,,258,2004,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,7.56,1,NA,817,1,,344,1,,404,1,,9.5,1,,40,1,NA,0.6,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,0,404,1,9.190909091,8/16/2004,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,60654,8/15/2005,28505050,,273,2005,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,7.68,1,NA,751,1,,336,1,,412,1,,8,1,,38,1,NA,0.7,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,0,412,1,9.190909091,8/15/2005,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,64523,11/13/2006,51606089,,289,2006,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,8.3,1,,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,1,1,1,9.190909091,11/13/2006,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,66125,6/11/2007,21107025,,297,2007,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,7.39,1,NA,737,1,,348,1,,389,1,,9.2,1,,43.9,1,NA,0.4,1,NA,0,1,NA,NA,NA,<,0.05,1,,NA,NA,<,0.003,1,,79.1,1,,0.202,1,,0.006,1,,3.5,1,,46.5,1,<,0.001,1,,18.7,1,,0.008,1,NA,27.3,1,,0.031,1,,10589,-88.18307417,44.05184856,1,0,389,1,9.190909091,6/11/2007,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,103905,5/7/2018,18-157-77,,452,2018,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,7.62,1,NA,830,1,,331,1,,415,1,,13.6,1,,32.6,1,NA,0.4,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,0,415,1,9.190909091,5/7/2018,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,108201,3/25/2019,1900125-DU,,472,2019,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,7.68,1,NA,804,1,,343,1,,407,1,,9.4,1,,26.2,1,NA,0.4,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,0,407,1,9.190909091,3/25/2019,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,117533,9/21/2020,2000456-87,,515,2020,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,8.17,1,NA,827,1,,359,1,,404,1,,9.9,1,,24.4,1,NA,1,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,0,404,1,9.190909091,9/21/2020,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,123843,9/13/2021,2100536-CF,,552,2021,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,8.11,1,NA,794,1,,360,1,,390,1,,8.6,1,,28.6,1,NA,0.9,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,0,390,1,9.190909091,9/13/2021,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,134701,5/8/2023,2300244-AG,,604,2023,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,8.21,1,NA,790,1,,344,1,,413,1,,8.9,1,,30.4,1,NA,1,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,0,413,1,9.190909091,5/8/2023,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10589,11,9.190909091,143853,5/6/2024,2400263-CJ,,639,2024,CALUMET,CHILTON,18,19,E,1,SW,SW,NA,8.07,1,NA,813,1,,342,1,,415,1,,8.8,1,,32,1,NA,0.8,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10589,-88.18307417,44.05184856,1,0,415,1,9.190909091,5/6/2024,df1$Nitrate,0.436274929,0.1,34.61,0.049097982,-2
10594,5,0.05,51588,8/5/2002,205-02-134,,232,2002,CALUMET,STOCKBRIDGE,18,18,E,12,,,NA,8.11,1,NA,1309,1,,645,1,,NA,5,<,0.05,1,,72,1,NA,0.5,5,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10594,-88.29356098,44.05071001,1,1,1,1,0.05,8/5/2002,df1$Nitrate,NA,0,17.86,0.806495941,0.425
10594,5,0.05,61688,1/16/2006,557237,TU045,1,2006,CALUMET,STOCKBRIDGE,18,18,E,12,,,NA,8.01,1,NA,621,1,,296,1,,340,1,<,0.05,1,,3.5,1,NA,0.9,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10594,-88.29356098,44.05071001,1,0,340,1,0.05,1/16/2006,df1$Nitrate,NA,0,17.86,0.806495941,0.425
10594,5,0.05,70462,8/25/2008,38108095,TU045,314,2008,CALUMET,STOCKBRIDGE,18,18,E,12,,,NA,8,1,NA,559,1,,292,1,,304,1,<,0.05,1,,3.8,1,NA,0.9,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10594,-88.29356098,44.05071001,1,0,304,1,0.05,8/25/2008,df1$Nitrate,NA,0,17.86,0.806495941,0.425
10594,5,0.05,96323,6/27/2016,16-274-74,,426,2016,CALUMET,STOCKBRIDGE,18,18,E,12,,,NA,8.5,1,NA,551,1,,282,1,,320,1,<,0.05,1,,4.6,1,NA,1.1,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10594,-88.29356098,44.05071001,1,0,320,1,0.05,6/27/2016,df1$Nitrate,NA,0,17.86,0.806495941,0.425
10594,5,0.05,143794,5/6/2024,2400263-78,,639,2024,CALUMET,STOCKBRIDGE,18,18,E,12,NE,NW,NA,8.24,1,NA,464,1,,281,1,,331,1,<,0.05,1,,5.4,1,NA,0.9,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,<,0.005,1,,0.101,5,,0.003,1,<,0.007,5,,0.649,1,,0.196,5,<,0.0015,1,,156.4,5,<,0.004,1,NA,48.07,1,,0.003,1,,10594,-88.29356098,44.05071001,1,0,331,1,0.05,5/6/2024,df1$Nitrate,NA,0,17.86,0.806495941,0.425
10597,10,10.66,64446,11/13/2006,51606006,,289,2006,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,20.2,1,,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,1,1,1,10.66,11/13/2006,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,66208,6/11/2007,21107117,,297,2007,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,7.58,1,NA,886,1,,400,1,,488,1,,19.9,1,,35.5,1,NA,0.8,1,NA,0,1,NA,NA,NA,<,0.05,1,,NA,NA,<,0.003,1,,15.8,5,,0.303,1,<,0.002,5,,14.6,1,,11.3,5,<,0.001,1,,194.4,5,,0.008,1,NA,38.5,1,,1.543,1,,10597,-88.20355216,44.05311972,1,0,488,1,10.66,6/11/2007,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,73105,6/29/2009,22109062,,329,2009,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,6.27,1,NA,95,1,,24,1,,20,1,,5.3,1,,3.5,1,NA,-3,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,0,20,1,10.66,6/29/2009,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,79449,6/20/2011,243-11-32,,356,2011,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,6.88,4,NA,127,4,,40,4,,32,4,,6.1,4,,5.7,4,NA,-2.3,4,NA,0,4,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,0,32,1,10.66,6/20/2011,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,82731,6/25/2012,276-12-10,,371,2012,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,6.46,4,NA,114,4,,40,4,,36,4,,6.2,4,,5.5,4,NA,-2.7,4,NA,0,4,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,0,36,1,10.66,6/25/2012,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,88828,6/9/2014,190-14-69,,396,2014,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,6.77,1,NA,98,1,,28,1,,56,1,,5,1,,5.1,1,NA,-2.3,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,0,56,1,10.66,6/9/2014,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,92713,6/29/2015,15-231-144,,411,2015,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,6.68,1,NA,114,1,,36,1,,44,1,,5.8,1,,6.1,1,NA,-2.4,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,0,44,1,10.66,6/29/2015,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,96285,6/27/2016,16-274-32,,426,2016,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,7.98,1,NA,970,1,,358,1,,489,1,,17.6,1,,51,1,NA,0.8,1,NA,1,1,NA,0,1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,0,489,1,10.66,6/27/2016,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,108126,3/25/2019,1900125-AU,,472,2019,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,6.66,1,NA,166,1,,31,1,,53,1,,8.8,1,,7.6,1,NA,-2.4,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,0,53,1,10.66,3/25/2019,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10597,10,10.66,134788,5/8/2023,2300244-DU,,604,2023,CALUMET,CHILTON,18,19,E,3,SE,SE,NA,8.4,1,NA,970,1,,402,1,,469,1,,11.7,1,,38.2,1,NA,1.3,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10597,-88.20355216,44.05311972,1,0,469,1,10.66,5/8/2023,df1$Nitrate,0.858027657,-0.1,17.57777778,0.175308081,0.666666667
10603,9,6.433333333,57937,8/16/2004,28204080,,258,2004,CALUMET,CHILTON,18,19,E,2,SE,SE,NA,7.74,1,NA,711,1,,327,1,,364,1,,6.1,1,,22,1,NA,0.7,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10603,-88.18315656,44.05422722,1,0,364,1,6.433333333,8/16/2004,df1$Nitrate,0.07633274,0.233333333,22.9875,0.798965772,0.2
10603,9,6.433333333,60628,8/15/2005,28505021,,273,2005,CALUMET,CHILTON,18,19,E,2,SE,SE,NA,7.68,1,NA,630,1,,344,1,,388,1,,5.2,1,,23,1,NA,0.7,1,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10603,-88.18315656,44.05422722,1,0,388,1,6.433333333,8/15/2005,df1$Nitrate,0.07633274,0.233333333,22.9875,0.798965772,0.2
10603,9,6.433333333,64481,11/13/2006,51606043,LV881,289,2006,CALUMET,CHILTON,18,19,E,2,SE,SE,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,6,1,,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,10603,-88.18315656,44.05422722,1,1,1,1,6.433333333,11/13/2006,df1$Nitrate,0.07633274,0.233333333,22.9875,0.798965772,0.2
